Provider	Provider Country	SKU	Developer	Title	Version	Product Type Identifier	Units	Developer Proceeds	Begin Date	End Date	Customer Currency	Country Code	Currency of Proceeds	Apple Identifier	Customer Price	Promo Code	Parent Identifier	Subscription	Period	Category
APPLE	US	210312	D Hearts Vietnam	Ninja-Shoot	1.2	1	18	0	01/01/2013	12/31/2013	EUR	BE	EUR	512427818	0	 	 	 	 	 
APPLE	US	210312	D Hearts Vietnam	Ninja-Shoot	1.2	1	1	0	01/01/2013	12/31/2013	IDR	ID	IDR	512427818	0	 	 	 	 	Games
APPLE	US	150212	D Hearts Vietnam	LITGHS OUT V Lite	1.0	1	1	0	01/01/2013	12/31/2013	EUR	IE	EUR	503030130	0	 	 	 	 	 
APPLE	US	070212	D Hearts Vietnam	LIGHTS OUT V	1.0	1	1	.54	01/01/2013	12/31/2013	EUR	ES	EUR	500958359	.89	 	 	 	 	 
APPLE	US	310512	D Hearts Vietnam	StarMine V1.0	1.0	1	1	0	01/01/2013	12/31/2013	USD	PH	USD	532110894	0	 	 	 	 	 
APPLE	US	210312	D Hearts Vietnam	Ninja-Shoot	1.2	7	1	0	01/01/2013	12/31/2013	MXN	MX	MXN	512427818	0	 	 	 	 	 
APPLE	US	210312	D Hearts Vietnam	Ninja-Shoot	1.2	1	1	0	01/01/2013	12/31/2013	DKK	DK	DKK	512427818	0	 	 	 	 	Games
APPLE	US	310512	D Hearts Vietnam	StarMine V1.0	1.0	1	27	0	01/01/2013	12/31/2013	USD	US	USD	532110894	0	 	 	 	 	 
APPLE	US	210312	D Hearts Vietnam	Ninja-Shoot	1.2	7	2	0	01/01/2013	12/31/2013	USD	US	USD	512427818	0	 	 	 	 	Games
APPLE	US	210312	D Hearts Vietnam	Ninja-Shoot	1.2	7	4	0	01/01/2013	12/31/2013	USD	VN	USD	512427818	0	 	 	 	 	 
APPLE	US	310512	D Hearts Vietnam	StarMine V1.0	1.0	1	1	0	01/01/2013	12/31/2013	TWD	TW	TWD	532110894	0	 	 	 	 	 
APPLE	US	210312	D Hearts Vietnam	Ninja-Shoot	1.2	7	1	0	01/01/2013	12/31/2013	JPY	JP	JPY	512427818	0	 	 	 	 	Games
APPLE	US	210312	D Hearts Vietnam	Ninja-Shoot	1.2	7	2	0	01/01/2013	12/31/2013	AUD	AU	AUD	512427818	0	 	 	 	 	Games
APPLE	US	210312	D Hearts Vietnam	Ninja-Shoot	1.2	7	1	0	01/01/2013	12/31/2013	EUR	DE	EUR	512427818	0	 	 	 	 	Games
APPLE	US	210312	D Hearts Vietnam	Ninja-Shoot	1.2	1	1	0	01/01/2013	12/31/2013	USD	DZ	USD	512427818	0	 	 	 	 	Games
APPLE	US	150212	D Hearts Vietnam	LITGHS OUT V Lite	1.0	1	7	0	01/01/2013	12/31/2013	AUD	AU	AUD	503030130	0	 	 	 	 	 
APPLE	US	310512	D Hearts Vietnam	StarMine V1.0	1.0	1	35	0	01/01/2013	12/31/2013	USD	VN	USD	532110894	0	 	 	 	 	 
APPLE	US	210312	D Hearts Vietnam	Ninja-Shoot	1.2	1	2	0	01/01/2013	12/31/2013	TRY	TR	TRY	512427818	0	 	 	 	 	Games
APPLE	US	210312	D Hearts Vietnam	Ninja-Shoot	1.2	1	1	0	01/01/2013	12/31/2013	AUD	AU	AUD	512427818	0	 	 	 	 	Games
APPLE	US	210312	D Hearts Vietnam	Ninja-Shoot	1.2	1	3	0	01/01/2013	12/31/2013	DKK	DK	DKK	512427818	0	 	 	 	 	 
APPLE	US	210312	D Hearts Vietnam	Ninja-Shoot	1.2	1	45	0	01/01/2013	12/31/2013	EUR	IT	EUR	512427818	0	 	 	 	 	 
APPLE	US	210312	D Hearts Vietnam	Ninja-Shoot	1.2	1	1	0	01/01/2013	12/31/2013	SGD	SG	SGD	512427818	0	 	 	 	 	Games
APPLE	US	150212	D Hearts Vietnam	LITGHS OUT V Lite	1.0	1	3	0	01/01/2013	12/31/2013	TRY	TR	TRY	503030130	0	 	 	 	 	 
APPLE	US	210312	D Hearts Vietnam	Ninja-Shoot	1.2	7	1	0	01/01/2013	12/31/2013	AED	AE	AED	512427818	0	 	 	 	 	Games
APPLE	US	210312	D Hearts Vietnam	Ninja-Shoot	1.2	1	1	0	01/01/2013	12/31/2013	CHF	CH	CHF	512427818	0	 	 	 	 	Games
APPLE	US	210312	D Hearts Vietnam	Ninja-Shoot	1.2	1	3	0	01/01/2013	12/31/2013	SGD	SG	SGD	512427818	0	 	 	 	 	 
APPLE	US	210312	D Hearts Vietnam	Ninja-Shoot	1.2	1	4	0	01/01/2013	12/31/2013	EUR	PL	EUR	512427818	0	 	 	 	 	 
APPLE	US	210312	D Hearts Vietnam	Ninja-Shoot	1.2	1	3	0	01/01/2013	12/31/2013	USD	AR	USD	512427818	0	 	 	 	 	 
APPLE	US	210312	D Hearts Vietnam	Ninja-Shoot	1.2	1	1	0	01/01/2013	12/31/2013	EUR	PT	EUR	512427818	0	 	 	 	 	 
APPLE	US	210312	D Hearts Vietnam	Ninja-Shoot	1.2	7	1	0	01/01/2013	12/31/2013	IDR	ID	IDR	512427818	0	 	 	 	 	Games
APPLE	US	210312	D Hearts Vietnam	Ninja-Shoot	1.2	1	5	0	01/01/2013	12/31/2013	USD	MY	USD	512427818	0	 	 	 	 	 
APPLE	US	210312	D Hearts Vietnam	Ninja-Shoot	1.2	1	3	0	01/01/2013	12/31/2013	NOK	NO	NOK	512427818	0	 	 	 	 	 
APPLE	US	210312	D Hearts Vietnam	Ninja-Shoot	1.2	1	1	0	01/01/2013	12/31/2013	USD	AM	USD	512427818	0	 	 	 	 	 
APPLE	US	310512	D Hearts Vietnam	StarMine V1.0	1.0	1	6	0	01/01/2013	12/31/2013	EUR	FR	EUR	532110894	0	 	 	 	 	 
APPLE	US	310512	D Hearts Vietnam	StarMine V1.0	1.0	1	1	0	01/01/2013	12/31/2013	EUR	ES	EUR	532110894	0	 	 	 	 	 
APPLE	US	210312	D Hearts Vietnam	Ninja-Shoot	1.2	1	1	0	01/01/2013	12/31/2013	USD	PK	USD	512427818	0	 	 	 	 	Games
APPLE	US	210312	D Hearts Vietnam	Ninja-Shoot	1.2	1	2	0	01/01/2013	12/31/2013	ILS	IL	ILS	512427818	0	 	 	 	 	Games
APPLE	US	310512	D Hearts Vietnam	StarMine V1.0	1.0	1	19	0	01/01/2013	12/31/2013	CNY	CN	CNY	532110894	0	 	 	 	 	 
APPLE	US	150212	D Hearts Vietnam	LITGHS OUT V Lite	1.0	1	2	0	01/01/2013	12/31/2013	SGD	SG	SGD	503030130	0	 	 	 	 	 
APPLE	US	150212	D Hearts Vietnam	LITGHS OUT V Lite	1.0	1	4	0	01/01/2013	12/31/2013	SAR	SA	SAR	503030130	0	 	 	 	 	 
APPLE	US	210312	D Hearts Vietnam	Ninja-Shoot	1.2	1	3	0	01/01/2013	12/31/2013	NZD	NZ	NZD	512427818	0	 	 	 	 	 
APPLE	US	070212	D Hearts Vietnam	LIGHTS OUT V	1.0	1	2	70	01/01/2013	12/31/2013	JPY	JP	JPY	500958359	100	 	 	 	 	Games
APPLE	US	210312	D Hearts Vietnam	Ninja-Shoot	1.2	1	3	0	01/01/2013	12/31/2013	USD	KH	USD	512427818	0	 	 	 	 	 
APPLE	US	210312	D Hearts Vietnam	Ninja-Shoot	1.2	7	3	0	01/01/2013	12/31/2013	AED	AE	AED	512427818	0	 	 	 	 	 
APPLE	US	070212	D Hearts Vietnam	LIGHTS OUT V	1.0	1	1	.7	01/01/2013	12/31/2013	USD	US	USD	500958359	.99	 	 	 	 	Games
APPLE	US	210312	D Hearts Vietnam	Ninja-Shoot	1.2	7	1	0	01/01/2013	12/31/2013	USD	VC	USD	512427818	0	 	 	 	 	Games
APPLE	US	210312	D Hearts Vietnam	Ninja-Shoot	1.2	7	1	0	01/01/2013	12/31/2013	USD	AR	USD	512427818	0	 	 	 	 	 
APPLE	US	210312	D Hearts Vietnam	Ninja-Shoot	1.2	1	1	0	01/01/2013	12/31/2013	HKD	HK	HKD	512427818	0	 	 	 	 	 
APPLE	US	210312	D Hearts Vietnam	Ninja-Shoot	1.2	1	1	0	01/01/2013	12/31/2013	USD	TN	USD	512427818	0	 	 	 	 	 
APPLE	US	310512	D Hearts Vietnam	StarMine V1.0	1.0	1	1	0	01/01/2013	12/31/2013	USD	LB	USD	532110894	0	 	 	 	 	 
APPLE	US	210312	D Hearts Vietnam	Ninja-Shoot	1.2	1	1	0	01/01/2013	12/31/2013	USD	UA	USD	512427818	0	 	 	 	 	 
APPLE	US	310512	D Hearts Vietnam	StarMine V1.0	1.0	1	7	0	01/01/2013	12/31/2013	CNY	CN	CNY	532110894	0	 	 	 	 	Games
APPLE	US	310512	D Hearts Vietnam	StarMine V1.0	1.0	1	1	0	01/01/2013	12/31/2013	GBP	GB	GBP	532110894	0	 	 	 	 	 
APPLE	US	210312	D Hearts Vietnam	Ninja-Shoot	1.2	1	4	0	01/01/2013	12/31/2013	EUR	IT	EUR	512427818	0	 	 	 	 	Games
APPLE	US	150212	D Hearts Vietnam	LITGHS OUT V Lite	1.0	1	1	0	01/01/2013	12/31/2013	USD	AO	USD	503030130	0	 	 	 	 	 
APPLE	US	210312	D Hearts Vietnam	Ninja-Shoot	1.2	1	3	0	01/01/2013	12/31/2013	RUB	RU	RUB	512427818	0	 	 	 	 	Games
APPLE	US	210312	D Hearts Vietnam	Ninja-Shoot	1.2	1	4	0	01/01/2013	12/31/2013	GBP	GB	GBP	512427818	0	 	 	 	 	Games
APPLE	US	210312	D Hearts Vietnam	Ninja-Shoot	1.2	7	3	0	01/01/2013	12/31/2013	AUD	AU	AUD	512427818	0	 	 	 	 	 
APPLE	US	150212	D Hearts Vietnam	LITGHS OUT V Lite	1.0	1	1	0	01/01/2013	12/31/2013	DKK	DK	DKK	503030130	0	 	 	 	 	 
APPLE	US	310512	D Hearts Vietnam	StarMine V1.0	1.0	1	1	0	01/01/2013	12/31/2013	EUR	FR	EUR	532110894	0	 	 	 	 	Games
APPLE	US	210312	D Hearts Vietnam	Ninja-Shoot	1.2	1	7	0	01/01/2013	12/31/2013	RUB	RU	RUB	512427818	0	 	 	 	 	 
APPLE	US	150212	D Hearts Vietnam	LITGHS OUT V Lite	1.0	1	2	0	01/01/2013	12/31/2013	ILS	IL	ILS	503030130	0	 	 	 	 	 
APPLE	US	150212	D Hearts Vietnam	LITGHS OUT V Lite	1.0	1	1	0	01/01/2013	12/31/2013	USD	LK	USD	503030130	0	 	 	 	 	 
APPLE	US	210312	D Hearts Vietnam	Ninja-Shoot	1.2	1	1	0	01/01/2013	12/31/2013	USD	HN	USD	512427818	0	 	 	 	 	 
APPLE	US	150212	D Hearts Vietnam	LITGHS OUT V Lite	1.0	1	1	0	01/01/2013	12/31/2013	USD	AM	USD	503030130	0	 	 	 	 	 
APPLE	US	310512	D Hearts Vietnam	StarMine V1.0	1.0	1	3	0	01/01/2013	12/31/2013	USD	VN	USD	532110894	0	 	 	 	 	Games
APPLE	US	210312	D Hearts Vietnam	Ninja-Shoot	1.2	1	3	0	01/01/2013	12/31/2013	USD	TH	USD	512427818	0	 	 	 	 	 
APPLE	US	210312	D Hearts Vietnam	Ninja-Shoot	1.2	1	2	0	01/01/2013	12/31/2013	EUR	GR	EUR	512427818	0	 	 	 	 	Games
APPLE	US	210312	D Hearts Vietnam	Ninja-Shoot	1.2	1	2	0	01/01/2013	12/31/2013	EUR	RO	EUR	512427818	0	 	 	 	 	 
APPLE	US	210312	D Hearts Vietnam	Ninja-Shoot	1.2	1	1	0	01/01/2013	12/31/2013	USD	UY	USD	512427818	0	 	 	 	 	 
APPLE	US	210312	D Hearts Vietnam	Ninja-Shoot	1.2	1	75	0	01/01/2013	12/31/2013	GBP	GB	GBP	512427818	0	 	 	 	 	 
APPLE	US	310512	D Hearts Vietnam	StarMine V1.0	1.0	1	2	0	01/01/2013	12/31/2013	USD	US	USD	532110894	0	 	 	 	 	Games
APPLE	US	210312	D Hearts Vietnam	Ninja-Shoot	1.2	1	2	0	01/01/2013	12/31/2013	USD	MY	USD	512427818	0	 	 	 	 	Games
APPLE	US	210312	D Hearts Vietnam	Ninja-Shoot	1.2	1	1	0	01/01/2013	12/31/2013	USD	KW	USD	512427818	0	 	 	 	 	 
APPLE	US	210312	D Hearts Vietnam	Ninja-Shoot	1.2	1	14	0	01/01/2013	12/31/2013	EUR	FR	EUR	512427818	0	 	 	 	 	Games
APPLE	US	150212	D Hearts Vietnam	LITGHS OUT V Lite	1.0	1	1	0	01/01/2013	12/31/2013	CHF	CH	CHF	503030130	0	 	 	 	 	 
APPLE	US	150212	D Hearts Vietnam	LITGHS OUT V Lite	1.0	1	13	0	01/01/2013	12/31/2013	CNY	CN	CNY	503030130	0	 	 	 	 	 
APPLE	US	070212	D Hearts Vietnam	LIGHTS OUT V	1.0	1	2	60	01/01/2013	12/31/2013	JPY	JP	JPY	500958359	85	 	 	 	 	Games
APPLE	US	310512	D Hearts Vietnam	StarMine V1.0	1.0	1	3	0	01/01/2013	12/31/2013	JPY	JP	JPY	532110894	0	 	 	 	 	 
APPLE	US	150212	D Hearts Vietnam	LITGHS OUT V Lite	1.0	1	1	0	01/01/2013	12/31/2013	EUR	BE	EUR	503030130	0	 	 	 	 	Games
APPLE	US	210312	D Hearts Vietnam	Ninja-Shoot	1.2	1	3	0	01/01/2013	12/31/2013	USD	AL	USD	512427818	0	 	 	 	 	 
APPLE	US	210312	D Hearts Vietnam	Ninja-Shoot	1.2	1	38	0	01/01/2013	12/31/2013	USD	BR	USD	512427818	0	 	 	 	 	 
APPLE	US	210312	D Hearts Vietnam	Ninja-Shoot	1.2	1	4	0	01/01/2013	12/31/2013	CAD	CA	CAD	512427818	0	 	 	 	 	Games
APPLE	US	310512	D Hearts Vietnam	StarMine V1.0	1.0	1	1	0	01/01/2013	12/31/2013	USD	EC	USD	532110894	0	 	 	 	 	 
APPLE	US	150212	D Hearts Vietnam	LITGHS OUT V Lite	1.0	1	91	0	01/01/2013	12/31/2013	USD	US	USD	503030130	0	 	 	 	 	 
APPLE	US	210312	D Hearts Vietnam	Ninja-Shoot	1.2	1	26	0	01/01/2013	12/31/2013	CAD	CA	CAD	512427818	0	 	 	 	 	 
APPLE	US	210312	D Hearts Vietnam	Ninja-Shoot	1.2	1	1	0	01/01/2013	12/31/2013	USD	MK	USD	512427818	0	 	 	 	 	 
APPLE	US	210312	D Hearts Vietnam	Ninja-Shoot	1.2	7	2	0	01/01/2013	12/31/2013	USD	HN	USD	512427818	0	 	 	 	 	 
APPLE	US	310512	D Hearts Vietnam	StarMine V1.0	1.0	1	1	0	01/01/2013	12/31/2013	EUR	DE	EUR	532110894	0	 	 	 	 	 
APPLE	US	150212	D Hearts Vietnam	LITGHS OUT V Lite	1.0	1	1	0	01/01/2013	12/31/2013	USD	KR	USD	503030130	0	 	 	 	 	 
APPLE	US	210312	D Hearts Vietnam	Ninja-Shoot	1.2	1	287	0	01/01/2013	12/31/2013	JPY	JP	JPY	512427818	0	 	 	 	 	Games
APPLE	US	210312	D Hearts Vietnam	Ninja-Shoot	1.2	1	3	0	01/01/2013	12/31/2013	ILS	IL	ILS	512427818	0	 	 	 	 	 
APPLE	US	210312	D Hearts Vietnam	Ninja-Shoot	1.2	1	179	0	01/01/2013	12/31/2013	USD	VN	USD	512427818	0	 	 	 	 	 
APPLE	US	210312	D Hearts Vietnam	Ninja-Shoot	1.2	7	1	0	01/01/2013	12/31/2013	HKD	HK	HKD	512427818	0	 	 	 	 	 
APPLE	US	150212	D Hearts Vietnam	LITGHS OUT V Lite	1.0	1	2	0	01/01/2013	12/31/2013	DKK	DK	DKK	503030130	0	 	 	 	 	Games
APPLE	US	210312	D Hearts Vietnam	Ninja-Shoot	1.2	7	3	0	01/01/2013	12/31/2013	EUR	IT	EUR	512427818	0	 	 	 	 	 
APPLE	US	150212	D Hearts Vietnam	LITGHS OUT V Lite	1.0	1	5	0	01/01/2013	12/31/2013	GBP	GB	GBP	503030130	0	 	 	 	 	Games
APPLE	US	210312	D Hearts Vietnam	Ninja-Shoot	1.2	1	17	0	01/01/2013	12/31/2013	EUR	GR	EUR	512427818	0	 	 	 	 	 
APPLE	US	210312	D Hearts Vietnam	Ninja-Shoot	1.2	1	18	0	01/01/2013	12/31/2013	CHF	CH	CHF	512427818	0	 	 	 	 	 
APPLE	US	150212	D Hearts Vietnam	LITGHS OUT V Lite	1.0	1	9	0	01/01/2013	12/31/2013	CAD	CA	CAD	503030130	0	 	 	 	 	 
APPLE	US	150212	D Hearts Vietnam	LITGHS OUT V Lite	1.0	1	1	0	01/01/2013	12/31/2013	USD	KZ	USD	503030130	0	 	 	 	 	 
APPLE	US	310512	D Hearts Vietnam	StarMine V1.0	1.0	1	2	0	01/01/2013	12/31/2013	MXN	MX	MXN	532110894	0	 	 	 	 	 
APPLE	US	150212	D Hearts Vietnam	LITGHS OUT V Lite	1.0	1	1	0	01/01/2013	12/31/2013	USD	MN	USD	503030130	0	 	 	 	 	 
APPLE	US	310512	D Hearts Vietnam	StarMine V1.0	1.0	1	1	0	01/01/2013	12/31/2013	AUD	AU	AUD	532110894	0	 	 	 	 	Games
APPLE	US	310512	D Hearts Vietnam	StarMine V1.0	1.0	1	1	0	01/01/2013	12/31/2013	SAR	SA	SAR	532110894	0	 	 	 	 	 
APPLE	US	210312	D Hearts Vietnam	Ninja-Shoot	1.2	1	1	0	01/01/2013	12/31/2013	EUR	CZ	EUR	512427818	0	 	 	 	 	 
APPLE	US	210312	D Hearts Vietnam	Ninja-Shoot	1.2	1	1957	0	01/01/2013	12/31/2013	JPY	JP	JPY	512427818	0	 	 	 	 	 
APPLE	US	210312	D Hearts Vietnam	Ninja-Shoot	1.2	7	1	0	01/01/2013	12/31/2013	ILS	IL	ILS	512427818	0	 	 	 	 	 
APPLE	US	310512	D Hearts Vietnam	StarMine V1.0	1.0	1	1	0	01/01/2013	12/31/2013	TRY	TR	TRY	532110894	0	 	 	 	 	 
